Serial_No,Time,FA0,FB0,CAin,CBin,T0,Q,Tcin,Fc,Ca,Cb,Cc,Cd,T,Tc,h,Xa
25,16:47:46,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,91.4093,91.4093,5.8961,5.8961,302.5177,293.4019,0.5,0.0
26,16:47:47,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,91.0999,91.0999,6.1008,6.1008,302.4997,293.4089,0.5001,0.0
27,16:47:48,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,90.7929,90.7929,6.3033,6.3033,302.4817,293.4154,0.5001,0.0
28,16:47:49,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,90.4882,90.4882,6.5037,6.5037,302.4637,293.4216,0.5001,0.0
29,16:47:50,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,90.1859,90.1859,6.702,6.702,302.4459,293.4273,0.5001,0.0
30,16:47:51,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,89.8859,89.8859,6.8982,6.8982,302.4281,293.4328,0.5001,0.0
31,16:47:52,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,89.5882,89.5882,7.0924,7.0924,302.4105,293.4379,0.5001,0.0
32,16:47:53,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,89.2927,89.2927,7.2845,7.2845,302.3928,293.4426,0.5001,0.0
33,16:47:54,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,88.9994,88.9994,7.4747,7.4747,302.3753,293.4471,0.5001,0.0
34,16:47:55,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,88.7084,88.7084,7.6629,7.6629,302.3578,293.4513,0.5001,0.0
35,16:47:56,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,88.4195,88.4195,7.8491,7.8491,302.3404,293.4553,0.5001,0.0
36,16:47:57,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,88.1328,88.1328,8.0334,8.0334,302.3231,293.4589,0.5001,0.0
37,16:47:58,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,87.8482,87.8482,8.2158,8.2158,302.3058,293.4624,0.5001,0.0
38,16:47:59,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,87.5658,87.5658,8.3963,8.3963,302.2887,293.4656,0.5001,0.0
39,16:48:00,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,87.2854,87.2854,8.5749,8.5749,302.2715,293.4686,0.5001,0.0
40,16:48:01,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,87.0071,87.0071,8.7517,8.7517,302.2545,293.4714,0.5001,0.0
41,16:48:02,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,86.7309,86.7309,8.9266,8.9266,302.2375,293.474,0.5001,0.0
42,16:48:03,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,86.4566,86.4566,9.0998,9.0998,302.2206,293.4764,0.5001,0.0
43,16:48:04,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,86.1844,86.1844,9.2712,9.2712,302.2038,293.4786,0.5001,0.0
44,16:48:05,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,85.9142,85.9142,9.4408,9.4408,302.187,293.4807,0.5001,0.0
45,16:48:06,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,85.646,85.646,9.6086,9.6086,302.1703,293.4826,0.5001,0.0
46,16:48:07,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,85.3797,85.3797,9.7747,9.7747,302.1536,293.4844,0.5001,0.0
47,16:48:08,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,85.1153,85.1153,9.9392,9.9392,302.137,293.486,0.5001,0.0
48,16:48:09,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,84.8529,84.8529,10.1019,10.1019,302.1205,293.4875,0.5001,0.0
49,16:48:10,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,84.5923,84.5923,10.2629,10.2629,302.1041,293.4889,0.5001,0.0
50,16:48:11,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,84.3336,84.3336,10.4224,10.4224,302.0877,293.4902,0.5001,0.0
51,16:48:12,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,84.0768,84.0768,10.5801,10.5801,302.0713,293.4913,0.5001,0.0
52,16:48:13,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,83.8218,83.8218,10.7363,10.7363,302.0551,293.4924,0.5001,0.0
53,16:48:14,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,83.5686,83.5686,10.8908,10.8908,302.0389,293.4933,0.5001,0.0
54,16:48:15,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,83.3172,83.3172,11.0438,11.0438,302.0227,293.4941,0.5001,0.0
55,16:48:16,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,83.0676,83.0676,11.1952,11.1952,302.0066,293.4949,0.5001,0.0
56,16:48:17,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,82.8197,82.8197,11.3451,11.3451,301.9906,293.4956,0.5001,0.0
57,16:48:18,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,82.5736,82.5736,11.4934,11.4934,301.9747,293.4961,0.5001,0.0
58,16:48:19,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,82.3293,82.3293,11.6403,11.6403,301.9588,293.4967,0.5001,0.0
59,16:48:20,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,82.0866,82.0866,11.7856,11.7856,301.9429,293.4971,0.5001,0.0
60,16:48:21,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,81.8457,81.8457,11.9294,11.9294,301.9272,293.4975,0.5001,0.0
61,16:48:22,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,81.6064,81.6064,12.0718,12.0718,301.9114,293.4978,0.5001,0.0
62,16:48:23,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,81.3688,81.3688,12.2127,12.2127,301.8958,293.498,0.5001,0.0
63,16:48:24,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,81.1329,81.1329,12.3522,12.3522,301.8802,293.4982,0.5001,0.0
64,16:48:25,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,80.8985,80.8985,12.4903,12.4903,301.8646,293.4983,0.5001,0.0
65,16:48:26,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,80.6658,80.6658,12.6269,12.6269,301.8492,293.4984,0.5001,0.0
66,16:48:27,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,80.4347,80.4347,12.7622,12.7622,301.8337,293.4984,0.5001,0.0
67,16:48:28,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,80.2052,80.2052,12.8961,12.8961,301.8184,293.4984,0.5001,0.0
68,16:48:29,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,79.9773,79.9773,13.0286,13.0286,301.8031,293.4983,0.5001,0.0
69,16:48:30,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,79.7509,79.7509,13.1598,13.1598,301.7878,293.4982,0.5001,0.0
70,16:48:31,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,79.5261,79.5261,13.2897,13.2897,301.7726,293.4981,0.5001,0.0
71,16:48:32,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,79.3028,79.3028,13.4182,13.4182,301.7575,293.4979,0.5001,0.0
72,16:48:33,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,79.081,79.081,13.5454,13.5454,301.7424,293.4977,0.5001,0.0
73,16:48:34,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,78.8607,78.8607,13.6714,13.6714,301.7274,293.4975,0.5001,0.0
74,16:48:35,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,78.6419,78.6419,13.796,13.796,301.7124,293.4972,0.5001,0.0
75,16:48:36,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,78.4246,78.4246,13.9194,13.9194,301.6975,293.4969,0.5001,0.0
76,16:48:37,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,78.2087,78.2087,14.0416,14.0416,301.6827,293.4965,0.5001,0.0
77,16:48:38,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,77.9943,77.9943,14.1625,14.1625,301.6679,293.4962,0.5001,0.0
78,16:48:39,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,77.7813,77.7813,14.2821,14.2821,301.6532,293.4958,0.5001,0.0
79,16:48:40,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,77.5698,77.5698,14.4006,14.4006,301.6385,293.4954,0.5001,0.0
80,16:48:41,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,77.3596,77.3596,14.5178,14.5178,301.6238,293.495,0.5001,0.0
81,16:48:42,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,77.1509,77.1509,14.6339,14.6339,301.6093,293.4945,0.5001,0.0
82,16:48:43,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,76.9435,76.9435,14.7488,14.7488,301.5948,293.494,0.5001,0.0
83,16:48:44,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,76.7375,76.7375,14.8625,14.8625,301.5803,293.4936,0.5002,0.0
84,16:48:45,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,76.5329,76.5329,14.975,14.975,301.5659,293.493,0.5002,0.0
85,16:48:46,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,76.3296,76.3296,15.0865,15.0865,301.5515,293.4925,0.5002,0.0
86,16:48:47,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,76.1276,76.1276,15.1967,15.1967,301.5372,293.492,0.5002,0.0
87,16:48:48,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,75.927,75.927,15.3059,15.3059,301.523,293.4914,0.5002,0.0
88,16:48:49,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,75.7276,75.7276,15.414,15.414,301.5088,293.4909,0.5002,0.0
89,16:48:50,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,75.5296,75.5296,15.5209,15.5209,301.4947,293.4903,0.5002,0.0
90,16:48:51,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,75.3329,75.3329,15.6268,15.6268,301.4806,293.4897,0.5002,0.0
91,16:48:52,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,75.1374,75.1374,15.7316,15.7316,301.4666,293.4891,0.5002,0.0
92,16:48:53,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,74.9432,74.9432,15.8353,15.8353,301.4526,293.4885,0.5002,0.0
93,16:48:54,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,74.7503,74.7503,15.938,15.938,301.4387,293.4879,0.5002,0.0
94,16:48:55,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,74.5586,74.5586,16.0396,16.0396,301.4248,293.4873,0.5002,0.0
95,16:48:56,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,74.3682,74.3682,16.1402,16.1402,301.411,293.4867,0.5002,0.0
96,16:48:57,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,74.1789,74.1789,16.2398,16.2398,301.3972,293.486,0.5002,0.0
97,16:48:58,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,73.9909,73.9909,16.3383,16.3383,301.3835,293.4854,0.5002,0.0
98,16:48:59,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,73.8041,73.8041,16.4359,16.4359,301.3698,293.4847,0.5002,0.0
99,16:49:00,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,73.6185,73.6185,16.5325,16.5325,301.3562,293.4841,0.5002,0.0
100,16:49:01,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,73.434,73.434,16.628,16.628,301.3427,293.4834,0.5002,0.0
101,16:49:02,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,73.2508,73.2508,16.7226,16.7226,301.3292,293.4827,0.5002,0.0
102,16:49:03,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,73.0687,73.0687,16.8163,16.8163,301.3157,293.482,0.5002,0.0
103,16:49:04,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,72.8877,72.8877,16.9089,16.9089,301.3023,293.4814,0.5002,0.0
104,16:49:05,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,72.7079,72.7079,17.0007,17.0007,301.289,293.4807,0.5002,0.0
105,16:49:06,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,72.5292,72.5292,17.0914,17.0914,301.2757,293.48,0.5002,0.0
106,16:49:07,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,72.3517,72.3517,17.1813,17.1813,301.2624,293.4793,0.5002,0.0
107,16:49:08,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,72.1752,72.1752,17.2702,17.2702,301.2492,293.4786,0.5002,0.0
108,16:49:09,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,71.9999,71.9999,17.3583,17.3583,301.2361,293.4779,0.5002,0.0
109,16:49:10,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,71.8256,71.8256,17.4454,17.4454,301.223,293.4772,0.5002,0.0
110,16:49:11,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,71.6525,71.6525,17.5316,17.5316,301.2099,293.4765,0.5002,0.0
111,16:49:12,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,71.4804,71.4804,17.617,17.617,301.1969,293.4758,0.5002,0.0
112,16:49:13,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,71.3094,71.3094,17.7015,17.7015,301.184,293.4751,0.5002,0.0
113,16:49:14,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,71.1394,71.1394,17.7851,17.7851,301.1711,293.4744,0.5002,0.0
114,16:49:15,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,70.9706,70.9706,17.8678,17.8678,301.1582,293.4737,0.5002,0.0
115,16:49:16,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,70.8027,70.8027,17.9497,17.9497,301.1455,293.473,0.5002,0.0
116,16:49:17,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,70.6359,70.6359,18.0307,18.0307,301.1327,293.4723,0.5002,0.0
117,16:49:18,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,70.4701,70.4701,18.1109,18.1109,301.12,293.4716,0.5002,0.0
118,16:49:19,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,70.3053,70.3053,18.1903,18.1903,301.1074,293.4709,0.5002,0.0
119,16:49:20,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,70.1415,70.1415,18.2689,18.2689,301.0948,293.4702,0.5002,0.0
120,16:49:21,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.9788,69.9788,18.3466,18.3466,301.0822,293.4695,0.5002,0.0
121,16:49:22,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.817,69.817,18.4236,18.4236,301.0697,293.4688,0.5002,0.0
122,16:49:23,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.6562,69.6562,18.4997,18.4997,301.0573,293.4681,0.5002,0.0
123,16:49:24,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.4964,69.4964,18.5751,18.5751,301.0448,293.4673,0.5002,0.0
124,16:49:25,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.3376,69.3376,18.6497,18.6497,301.0325,293.4666,0.5002,0.0
125,16:49:26,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.1797,69.1797,18.7235,18.7235,301.0202,293.4659,0.5002,0.0
126,16:49:27,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,69.0228,69.0228,18.7965,18.7965,301.0079,293.4652,0.5002,0.0
127,16:49:28,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,68.8668,68.8668,18.8688,18.8688,300.9957,293.4645,0.5002,0.0
128,16:49:29,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,68.7117,68.7117,18.9403,18.9403,300.9835,293.4638,0.5002,0.0
129,16:49:30,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,68.5576,68.5576,19.0111,19.0111,300.9714,293.4631,0.5002,0.0
130,16:49:31,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,68.4044,68.4044,19.0811,19.0811,300.9593,293.4624,0.5002,0.0
131,16:49:32,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,68.2522,68.2522,19.1504,19.1504,300.9473,293.4617,0.5002,0.0
132,16:49:33,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,68.1008,68.1008,19.219,19.219,300.9353,293.461,0.5002,0.0
133,16:49:34,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.9504,67.9504,19.2868,19.2868,300.9234,293.4603,0.5002,0.0
134,16:49:36,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.8008,67.8008,19.354,19.354,300.9115,293.4596,0.5002,0.0
135,16:49:37,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.6521,67.6521,19.4204,19.4204,300.8997,293.4589,0.5002,0.0
136,16:49:38,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.5043,67.5043,19.4861,19.4861,300.8879,293.4582,0.5002,0.0
137,16:49:39,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.3574,67.3574,19.5512,19.5512,300.8762,293.4575,0.5002,0.0
138,16:49:40,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.2114,67.2114,19.6155,19.6155,300.8645,293.4568,0.5002,0.0
139,16:49:41,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,67.0662,67.0662,19.6792,19.6792,300.8528,293.4562,0.5002,0.0
140,16:49:42,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.9219,66.9219,19.7422,19.7422,300.8412,293.4555,0.5002,0.0
141,16:49:43,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.7784,66.7784,19.8045,19.8045,300.8296,293.4548,0.5002,0.0
142,16:49:44,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.6358,66.6358,19.8662,19.8662,300.8181,293.4541,0.5002,0.0
143,16:49:45,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.494,66.494,19.9272,19.9272,300.8066,293.4534,0.5002,0.0
144,16:49:46,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.353,66.353,19.9876,19.9876,300.7952,293.4527,0.5002,0.0
145,16:49:47,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.2128,66.2128,20.0473,20.0473,300.7838,293.4521,0.5002,0.0
146,16:49:48,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,66.0735,66.0735,20.1064,20.1064,300.7725,293.4514,0.5002,0.0
147,16:49:49,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.935,65.935,20.1648,20.1648,300.7612,293.4507,0.5003,0.0
148,16:49:50,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.7973,65.7973,20.2226,20.2226,300.75,293.45,0.5003,0.0
149,16:49:51,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.6604,65.6604,20.2798,20.2798,300.7387,293.4494,0.5003,0.0
150,16:49:52,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.5242,65.5242,20.3364,20.3364,300.7276,293.4487,0.5003,0.0
151,16:49:53,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.3889,65.3889,20.3924,20.3924,300.7165,293.448,0.5003,0.0
152,16:49:54,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.2543,65.2543,20.4477,20.4477,300.7054,293.4474,0.5003,0.0
153,16:49:55,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,65.1206,65.1206,20.5025,20.5025,300.6944,293.4467,0.5003,0.0
154,16:49:56,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.9875,64.9875,20.5567,20.5567,300.6834,293.446,0.5003,0.0
155,16:49:57,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.8553,64.8553,20.6102,20.6102,300.6724,293.4454,0.5003,0.0
156,16:49:58,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.7238,64.7238,20.6632,20.6632,300.6615,293.4447,0.5003,0.0
157,16:49:59,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.5931,64.5931,20.7156,20.7156,300.6507,293.4441,0.5003,0.0
158,16:50:00,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.4631,64.4631,20.7675,20.7675,300.6399,293.4434,0.5003,0.0
159,16:50:01,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.3338,64.3338,20.8188,20.8188,300.6291,293.4428,0.5003,0.0
160,16:50:02,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.2053,64.2053,20.8695,20.8695,300.6184,293.4421,0.5003,0.0
161,16:50:03,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,64.0775,64.0775,20.9196,20.9196,300.6077,293.4415,0.5003,0.0
162,16:50:04,2.78e-06,2.78e-06,100.0,100.0,303.0,0.0,293.0,0.0001,63.9505,63.9505,20.9692,20.9692,300.5971,293.4408,0.5003,0.0
